00092	Grab him.	抓住他。
00093	Have fun.	玩得开心。
00094	He tries.	他来试试。
00095	How cute!	多可爱啊！
00096	Humor me.	你就随了我的意吧。
00097	Hurry up.	赶快!
00098	I did it.	我做到了！
00099	I forgot.	我忘了。
00100	I resign.	我放弃。
00101	I'll pay.	我来付钱。
00102	I'm back.	我回来了！
00103	I'm busy.	我很忙。
00104	I'm cold.	我冷。
00105	I'm cool.	我很酷。
00106	I'm fine.	我很好。
00107	I'm free!	我自由了！
00108	I'm full.	我吃饱了。
00109	I'm home.	我在家里。
00110	I'm lost.	我迷失了。
00111	I'm sick.	我生病了。
00112	I'm tall.	我个子高。
00113	Leave me.	让我一个人呆会儿。
00114	Let's go!	走吧。
00115	Look out!	当心！
00116	Nonsense!	不可理喻
00117	Now stop!	少来了！
00118	Say what?	啥？
00119	She runs.	她跑。
00120	Sit down.	请坐。
00121	Stand up.	起立。
00122	Terrific!	很棒！
00123	They won.	他们赢了。
00124	Tom died.	汤姆去世了。
00125	Tom lied.	汤姆说谎了。
00126	Tom lost.	汤姆输了。
00127	Tom quit.	汤姆不干了。
00128	Tom swam.	汤姆游泳了。
00129	Trust me.	相信我。
00130	Try hard.	努力。
00131	Try some.	试试吧。
00132	Try this.	试试这个。
00133	Use this.	请用这个。
00134	Watch me.	看着我
00135	Who died?	谁死了？
00136	Who's he?	他是谁？
00137	Am I dead?	我死了吗？
00138	Am I next?	下一个是我吗？
00139	Am I nuts?	我是不是疯了？
00140	Answer me.	回答我。
00141	Apologize.	道歉。
00142	Begin now.	现在开始。
00143	Birds fly.	鸟类飞行。
00144	Call home!	打电话回家！
00145	Calm down.	冷静点。
00146	Catch him.	抓住他。
00147	Come home.	回家吧。
00148	Cool down.	冷静点。
00149	Do it now.	现在就做。
00150	Dogs bark.	狗会叫。
00151	Don't cry.	别哭。
00152	Excuse me.	对不起。
00153	Fantastic!	好棒！
00154	Feel this.	来感受一下这个。
00155	Follow me.	请跟我来。
00156	Follow us.	请跟着我们。
00157	Forget it.	算了。
00158	Go inside.	进到里面去。
00159	Good luck.	祝你好运。
00160	Goodnight.	晚安。
00161	Grab that.	抓住那个。
00162	Grab this.	抓住这个。
00163	Greetings.	您好。
00164	Hands off.	别碰！
00165	He's a DJ.	他是一个 DJ 。
00166	He's busy.	他很忙。
00167	He's lazy.	他很懒。
00168	Hold fire.	停火。
00169	How awful!	太可怕了。
00170	How weird!	真奇怪。
00171	I am cold.	我冷。
00172	I am full.	我吃饱了。
00173	I am okay.	我没事。
00174	I am sick.	我生病了。
00175	I am tall.	我个子高。
00176	I clapped.	我拍手。
00177	I get you.	我了解你。
00178	I give up.	我放弃。
00179	I hope so.	我希望如此。
00180	I laughed.	我笑了。
00181	I promise.	我向你保证。
00182	I saw Tom.	我看见汤姆了。
00183	I was shy.	我害羞。
00184	I'll swim.	我要游泳。
00185	I'm a man.	我是个男人。
00186	I'm bored.	我觉得很无聊。
00187	I'm crazy.	我疯了。
00188	I'm first.	我是第一。
00189	I'm lucky.	我运气很好。
00190	I'm right.	我是对的。
00191	I'm sober.	我很清醒。
00192	I'm sorry.	对不起。
00193	I'm tired.	我很累。
00194	I'm young.	我还年轻。
00195	Ignore it.	不放在眼里。
00196	Is it far?	远吗？
00197	Is it you?	是你吗？
00198	It rained.	下了雨。
00199	It snowed.	下雪了。
00200	It's 3:30.	3点半了。
00201	It's 7:45.	现在是七点四十五分。
00202	It's cold.	天很冷。
00203	It's food.	它是食物。
00204	It's free.	它是免费的。
00205	It's late.	很晚了。
00206	It's mine.	是我的。
00207	It's true.	这是真的。
00208	Keep them.	留着吧。
00209	Kill them.	杀了他们
00210	Let me go!	放开我！
00211	Let me in.	让我进去。
00212	Lie still.	躺着不动。
00213	Look back!	回头看！
00214	Move over.	腾一下地方。
00215	Of course!	当然!
00216	Open fire!	开火！
00217	Read this.	念这个。
00218	Search me.	搜寻我。
00219	See above.	参见上文。
00220	Seriously?	真的？
00221	She cried.	她哭了。
00222	She tried.	她试过了。
00223	She walks.	她在行走。
00224	Sit tight.	耐心等着。
00225	Slow down.	慢一点。
00226	Start now.	马上开始。
00227	Stay calm.	保持冷静。
00228	Stay down!	趴着！
00229	Stay home.	待在家里。
00230	Stop that!	住手。
00231	Take care!	照顾好自己。
00232	Take mine.	拿我的。
00233	Thank you.	谢谢。
00234	Then what?	那又怎样?
00235	They left.	他们离开了。
00236	Time's up.	时间到了。
00237	Tom slept.	汤姆睡了。
00238	Tom swims.	Tom游泳。
00239	Tom waved.	汤姆挥手了。
00240	Tom'll go.	汤姆要走。
00241	Tom's mad.	汤姆是个疯子。
00242	Try again.	再试一次。
00243	Turn left.	向左转。
00244	Wait here.	在这等着。
00245	Watch out!	当心！
00246	Well done!	做得好！
00247	Who cares?	爱谁谁。
00248	Who is he?	他是谁？
00249	Who knows?	谁知道？
00250	Who's Tom?	汤姆是谁？
00251	Who's she?	她是谁？
00252	Wonderful!	很棒！
00253	Work more.	做更多工作。
00254	You idiot!	蠢货！
00255	You stink.	你身上发臭了。
00256	All aboard!	请上船！
00257	Am I wrong?	我错了吗？
00258	Are you up?	你起床了吗？
00259	Be careful!	小心!
00260	Be on time.	要守时！
00261	Be patient.	耐心等着。
00262	Begin work.	开始工作。
00263	Birds sing.	鸟儿歌唱。
00264	Can I help?	我可以帮忙吗?
00265	Come on in.	进来。
00266	Cut it out!	少来了！
00267	Definitely!	必须的！
00268	Do you box?	你玩拳击吗？
00269	Do you run?	你跑步吗？
00270	Don't fret.	别担心。
00271	Don't move!	别动！
00272	Don't wait.	不要等待！
00273	Fill it up.	把它填满。
00274	Follow him.	跟着他走。
00275	Go on home.	回家吧。
00276	Go wash up.	去洗洗吧。
00277	God exists.	上帝存在。
00278	Good night.	晚安。
00279	Have faith.	有信念。
00280	He gave in.	他让步了.
00281	He is a DJ.	他是一个 DJ 。
00282	He is busy.	他很忙。
00283	He is lazy.	他很懒。
00284	He is mean.	他很凶。
00285	He is poor.	他很穷。
00286	He is tall.	他高。
00287	He laughed.	他笑了。
00288	Hello, Tom.	你好，汤姆。
00289	Hey, relax.	嘿，放松点。
00290	How lovely!	多可爱啊！
00291	How's work?	工作怎幺样？
00292	Hurry home.	赶快回家。
00293	I am a man.	我是个男人。
00294	I am short.	我个头矮。
00295	I can cook.	我会做饭。
00296	I can swim.	我会游泳。
00297	I can't go.	我不能走。
00298	I chew gum.	我嚼口香糖。
00299	I eat here.	我在这里吃。
00300	I envy her.	我嫉妒她。
00301	I envy him.	我羡慕他。
00302	I feel sad.	我很难过。
00303	I hate you.	我恨你。
00304	I heard it.	我听到了。
00305	I know Tom.	我认识汤姆。
00306	I know him.	我认识他。
00307	I like tea.	我喜欢茶。
00308	I like you.	我喜欢你。
00309	I love her.	我爱她。
00310	I love you.	我爱您。
00311	I miss him.	我想念他。
00312	I miss you.	我想你。
00313	I need you.	我需要你。
00314	I promised.	我答应了。
00315	I think so.	我想是这样的。
00316	I use this.	我使用这个。
00317	I want you.	我想要你。
00318	I'll do it.	我会做的。
00319	I'm 30 now.	我现在30岁了。
00320	I'm a hero.	我是个英雄。
00321	I'm a lady.	我是个女人。
00322	I'm a liar.	我是个骗子。
00323	I'm buying.	我买了。
00324	I'm coming.	我来啦。
00325	I'm eating.	我正在吃东西。
00326	I'm faster.	我更快。
00327	I'm humble.	我是谦虚的。
00328	I'm single.	我单身。
00329	I'm sleepy.	我困了。
00330	I'm so fat.	我好胖哦。
00331	I'm thirty.	我三十岁。
00332	I'm twelve.	我十二岁了。
00333	Ignore Tom.	别理汤姆。
00334	Is he tall?	他长得高吗？
00335	Is it love?	那是爱吗？
00336	Is it true?	是真的吗？
00337	It is 7:45.	现在是七点四十五分。
00338	It's great.	真是太好了。
00339	It's green.	是绿色。
00340	It's night.	是晚上了。
00341	It's wrong.	不对。
00342	Just relax.	放松点吧。
00343	Keep it up!	坚持。
00344	Keep quiet!	保持安静！
00345	Let him in.	让他进来。
00346	Let me die.	让我去死。
00347	Let me see.	让我想一想。
00348	Let me try.	让我试试。
00349	Let's play.	让我们玩耍吧。
00350	Let's pray.	让我们开始祈祷吧。
00351	Let's walk.	我们走走吧。
00352	Look at me.	看着我
00353	Look there.	看那里。
00354	No comment.	无可奉告。
00355	No kidding?	真的？
00356	No problem!	没问题！
00357	Oh, really?	噢，真的吗?
00358	Once again.	再一次。
00359	Please sit.	请用座。
00360	Ridiculous!	荒唐！
00361	She smiled.	她笑了。
00362	Stand back!	往后站！
00363	Start here.	从这里开始。
00364	Stay sharp.	保持警惕。
00365	Stay still.	别动。
00366	Stay there.	留在这里别动。
00367	Step aside.	让开。
00368	Step on it!	快一点！
00369	Study hard.	好好学习。
00370	That hurts.	真疼。
00371	That's odd.	奇怪。
00372	That's wet.	那是湿的。
00373	Time flies.	时光飞逝。
00374	Tom failed.	汤姆失败了。
00375	Tom is ill.	汤姆生病了。
00376	Tom is shy.	汤姆害羞。
00377	Tom smiled.	汤姆笑了。
00378	Tom yawned.	汤姆打哈欠了。
00379	Tom's sick.	汤姆生病了。
00380	Turn right.	向右转。
00381	We laughed.	我们笑了。
00382	We lost it.	我们失去了它。
00383	We'll cook.	我们会做饭的。
00384	We're boys.	我们是男孩。
00385	We're late.	我们迟到了。
00386	What is it?	它是什幺？
00387	What's new?	有什幺新鲜事吗？
00388	Where am I?	我在哪里？
00389	Who are we?	我们是谁？
00390	Who is Tom?	汤姆是谁？
00391	Who is she?	她是谁？
00392	Who's next?	下一个是谁？
00393	Who's that?	这是谁啊？
00394	Wood burns.	木材可燃。
00395	You can go.	您可以走了。
00396	You got me.	算你狠。
00397	You may go.	您可以走了。
00398	Are we done?	我们完成了吗？
00399	Are you Tom?	你是汤姆吗？
00400	Are you mad?	您生气了吗？
00401	Are you new?	你是新来的吗？
00402	Are you sad?	你伤心吗？
00403	Be friendly.	友善点。
00404	Be punctual.	要守时！
00405	Break it up!	停手！
00406	Can I begin?	我可以开始了吗？
00407	Can I start?	我可以开始了吗？
00408	Can you see?	你能看吗？
00409	Can you ski?	你能滑雪吗？
00410	Come inside.	进来。
00411	Count me in.	算我一个.
00412	Did Tom win?	汤姆赢了吗？
00413	Did it help?	有用吗？
00414	Did you eat?	吃了吗？
00415	Do as I say.	按我说的做。
00416	Don't laugh.	别笑！
00417	Don't leave!	别走！
00418	Don't panic!	不要恐慌！
00419	Don't shoot.	停火。
00420	Don't shout.	不许大叫。
00421	Don't smile.	不要微笑。
00422	Don't worry.	你不要着急。
00423	Get dressed.	你穿点东西。
00424	Get serious.	认真点。
00425	Get started.	开始。
00426	Have a look.	请看一看。
00427	He is alone.	他独自一人。
00428	He was busy.	他很忙。
00429	He's a liar.	他是个骗子。
00430	He's strong.	他很强壮。
00431	Here we are!	我们到了！
00432	Here, catch!	这里，快抓住。
00433	How are you?	你们好吗？
00434	How curious!	真奇怪。
00435	How is life?	生活怎幺样？
00436	How strange!	真奇怪。
00437	I also went.	我也去了。
00438	I am coming.	我来了。
00439	I am online.	我上网了。
00440	I buy tapes.	我买磁带。
00441	I can drive.	我会开车。
00442	I can't say.	我不能说。
00443	I don't lie.	我不说谎。
00444	I eat bread.	我吃面包。
00445	I feel cold.	我觉得冷。
00446	I feel fine.	我感觉很好。
00447	I feel sick.	我有点恶心。
00448	I feel weak.	我感到虚弱。
00449	I got lucky.	我运气很好。
00450	I hate fish.	我讨厌鱼。
00451	I hate wine.	我讨厌酒。
00452	I have news.	我有消息。
00453	I have time.	我有时间。
00454	I have wine.	我有酒。
00455	I heard you.	我听你的。
00456	I like blue.	我喜欢蓝色。
00457	I like fish.	我喜欢鱼。
00458	I like jazz.	我喜欢爵士乐。
00459	I like them.	我喜欢他们。
00460	I like wine.	我喜欢葡萄酒。
00461	I live here.	我住在这。
00462	I lost face.	我丢脸了。
00463	I need glue.	我需要胶水。
00464	I need help.	我需要帮助。
00465	I overslept.	我睡过头了。
00466	I read lips.	我读唇语。
00467	I said that.	我是那样说的。
00468	I smell gas.	我闻到瓦斯味。
00469	I trust him.	我信赖他。
00470	I trust you.	我信任你。
00471	I want more.	我想要更多。
00472	I was alone.	我茕茕孑立，形影相吊。
00473	I was lucky.	我运气很好。
00474	I was wrong.	我搞错了。
00475	I went, too.	我也去了。
00476	I will obey.	我会听从指示。
00477	I work here.	我在这里工作。
00478	I'll attend.	我会参加。
00479	I'll get in.	我会进去。
00480	I'm 17, too.	我也是17岁。
00481	I'm a loser.	我是个不成器的人。
00482	I'm a slave.	我是个奴隶。
00483	I'm a woman.	我是个女人。
00484	I'm at home.	我在家。
00485	I'm curious.	我很好奇。
00486	I'm healthy.	我身体很好。
00487	I'm injured.	我受伤了。
00488	I'm kidding.	我开玩笑。
00489	I'm married.	我结婚了。
00490	I'm praying.	我在祈祷。
00491	I'm reading.	我在读书。
00492	I'm relaxed.	我很放松。
00493	I'm serious.	我是认真的。
00494	I'm thirsty.	我渴了。
00495	I'm wounded.	我受伤了。
00496	Is Tom home?	汤姆在家里吗？
00497	Is Tom hurt?	汤姆受伤了吗？
00498	Is Tom sick?	汤姆是不是身体不太好？
00499	Is Tom well?	汤姆还好吧？
00500	Is he right?	他对吗？
00501	Is it tasty?	好吃吗？
00502	Is it yours?	这是你的吗？
00503	It can't be!	这不可能！
00504	It's a fake.	这是一个伪造品。
00505	It's my job.	这是我份内的事。
00506	It's spring.	春天了
00507	It's unique.	它很独特。
00508	Just say no.	只要说不。
00509	Keep trying.	继续努力。
00510	Let me know.	让我知道。
00511	Let's begin.	让我们开始吧。
00512	Let's leave.	走吧。
00513	Let's start!	让我们开始吧。
00514	Life is fun.	人生是有趣的。
00515	Look around.	四处看看。
00516	Lunch is on.	午餐送到了。
00517	Make a list.	列一个列表。
00518	Many thanks.	非常感谢！
00519	Money talks.	金钱万能。
00520	Nice timing.	好时机。
00521	No one came.	没有人来了。
00522	OK, you win.	行，你赢了。
00523	OK. I agree.	好。我同意。
00524	Please come.	请来吧。
00525	Please sing.	请唱歌。
00526	Release him.	放开他。
00527	She bit him.	她咬了他。
00528	She hit him.	她打了他。
00529	Should I go?	我该去吗?
00530	Show him in.	让他进来。
00531	Stand aside.	一边站着。
00532	Step inside.	进来。
00533	That's life.	这就是生活。
00534	That's mine.	那是我的。
00535	That's neat.	那很棒。
00536	That's soft.	这很软。
00537	That's tofu.	那是豆腐。
00538	That's true.	这是真的。
00539	They hugged.	他们拥抱。
00540	They kissed.	他们亲吻了。
00541	This is ice.	这是冰块。
00542	Tom blushed.	汤姆脸红了。
00543	Tom clapped.	汤姆拍了手。
00544	Tom frowned.	汤姆皱着眉头。
00545	Tom got fat.	汤姆胖了。
00546	Tom has won.	汤姆胜利了。
00547	Tom is sick.	汤姆生病了。
00548	Tom laughed.	汤姆笑了。
00549	Tom said hi.	汤姆打了个招呼。
00550	Tom saw you.	汤姆看见你了。
00551	Tom'll wait.	汤姆会等。
00552	Tom's crazy.	汤姆是个疯子。
00553	Tom's drunk.	汤姆醉了。
00554	Tom's happy.	汤姆高兴。
00555	Tom's tired.	汤姆累了。
00556	Tom's wrong.	汤姆错了。
00557	Turn around.	转过来。
00558	Turn it off.	把它关掉。
00559	Wait for me.	等等我。
00560	Was I wrong?	我错了吗？
00561	We both won.	我们都赢了。
00562	We can rest.	我们可以休息。
00563	We know him.	我们认识他。
00564	We like you.	我们喜欢你们。
00565	We love Tom.	我们爱汤姆。
00566	We want Tom.	我们想要汤姆。
00567	We want one.	我们要一个。
00568	What a game!	这游戏太棒了！
00569	What a pain!	烦死人。
00570	What a pity!	太可惜了！
00571	What is new?	有什幺新鲜事吗？
00572	What's love?	爱是什幺？
00573	What's that?	那是什幺？
00574	What's this?	这是什幺啊？
00575	Where's Tom?	汤姆在哪儿？
00576	Who are you?	你是谁？
00577	Who drew it?	谁画的？
00578	Who is next?	下一个是谁？
00579	Who is that?	那是谁？
00580	Who's dying?	谁要死了？
00581	Whose is it?	这是谁的？
00582	Wood floats.	木头会漂浮。
00583	Work slowly.	干活慢点。
00584	Yes, I know.	是的，我知道。
00585	You cheated.	你作弊了。
00586	You made it.	你做到了。
00587	You're dumb.	你很愚蠢。
00588	You're here.	你在这里。
00589	You're mine.	你是我的。
00590	You're safe.	你是安全的。
00591	You're sick!	你有病！
00592	Anything new?	有什幺新鲜事吗？
00593	Are you busy?	你忙吗？
00594	Are you dead?	死了吗？
00595	Are you done?	你做好了吗?
00596	Are you free?	你有空吗?
00597	Are you lost?	您迷路了吗？
00598	Are you nuts?	你不要命啦！
00599	Are you okay?	你没事吧？
00600	Are you sure?	你确定吗？
00601	Be realistic!	现实点！
00602	Bring him in.	带他进来。
00603	Call Tom now.	现在给汤姆打电话。
00604	Can we do it?	我们能做到吗？
00605	Can you come?	你能来吗？
00606	Can you read?	你能阅读吗？
00607	Can you sing?	您会唱歌吗？
00608	Can you swim?	你会游泳吗?
00609	Can you walk?	你能走吗？
00610	Come with me.	跟我走。
00611	Come with us.	和我们一起来吧。
00612	Did you call?	你打过电话了吗？
00613	Do you skate?	你滑冰吗？
00614	Do you smoke?	你吸烟吗?
00615	Do your best.	尽力而为。
00616	Don't be sad.	别伤心。
00617	Don't be shy.	不要害羞。
00618	Don't bother.	不用麻烦了。
00619	Don't bug me.	别来烦我。
00620	Don't ramble.	不要东拉西扯。
00621	Drive safely.	安全地驾驶。
00622	Drive slowly.	开车慢点。
00623	Examine this.	调查下这个。
00624	Ghosts exist.	鬼魂是存在的。
00625	Give it back.	还回去
00626	Give me five.	击掌。
00627	Good evening.	晚上好。
00628	Good morning.	早上好！
00629	He got angry.	他生气了。
00630	He has a car.	他有辆车。
00631	He likes tea.	他喜欢茶。
00632	He lost face.	他丢脸了。
00633	He loves her.	他爱她。
00634	He turned 16.	他 16 岁了。
00635	He was brave.	他很勇敢。
00636	He's out now.	他现在出去了。
00637	How annoying!	真烦人。
00638	How horrible!	真糟糕！
00639	How's school?	学校怎幺样？
00640	I admire you.	我欣赏你。
00641	I almost won.	我几乎赢了。
00642	I am Chinese.	我是华人。
00643	I am at home.	我在家。
00644	I am curious.	我很好奇。
00645	I ate apples.	我吃苹果了。
00646	I ate caviar.	我吃了鱼子酱。
00647	I called Tom.	我给汤姆打了电话。
00648	I can't stay.	我不能留下。
00649	I can't walk.	我不能走。
00650	I cried, too.	我也哭了。
00651	I don't care.	我无所谓。
00652	I don't know.	我一无所知。
00653	I don't mind.	我无所谓。
00654	I fear death.	我怕死。
00655	I got mugged.	我被抢劫了。
00656	I got robbed.	我被抢劫了。
00657	I handled it.	我处理了。
00658	I have a car.	我有一辆车。
00659	I have a cow.	我有一头母牛。
00660	I have a dog.	我有一条狗。
00661	I have a map.	我有一张地图。
00662	I have money.	我有钱。
00663	I have to go.	我该走了。
00664	I helped out.	我帮忙了。
00665	I like beans.	我喜欢豆子。
00666	I like candy.	我喜欢甜食。
00667	I like music.	音乐我喜欢。
00668	I like these.	我喜欢这些东西。
00669	I love music.	我爱音乐。
00670	I missed you.	我想你。
00671	I need a cab.	我需要一辆出租车。
00672	I need money.	我需要钱。
00673	I see a book.	我看到一本书。
00674	I understand.	我明白了。
00675	I want a box.	我要箱子。
00676	I want a dog.	我想要一只狗。
00677	I want a hug.	我想要个抱抱。
00678	I want a map.	我想要一张地图。
00679	I wrote that.	我写了那些东西。
00680	I'll keep it.	我会记下来。
00681	I'll sue you.	我要告你。
00682	I'm a waiter.	我是跑堂。
00683	I'm all ears.	我洗耳恭听。
00684	I'm bleeding.	我在流血。
00685	I'm diabetic.	我有糖尿病。
00686	I'm famished.	我肚子饿极了。
00687	I'm fearless.	我无所畏惧。
00688	I'm fine now.	已经没事了。
00689	I'm free now.	我现在有空了。
00690	I'm freezing.	我冻死了。
00691	I'm innocent.	我是清白的。
00692	I'm new here.	我是新来的。
00693	I'm not busy.	我没在忙。
00694	I'm not lazy.	我不懒。
00695	I'm not sick.	我没生病。
00696	I'm not sure.	我不确定。
00697	I'm not well.	我身体不适。
00698	I'm pregnant.	我怀孕了。
00699	I'm reformed.	我改过自新了。
00700	I'm so happy.	我好高兴。
00701	I'm so tired!	我好累。
00702	I'm the best.	我是最好的。
00703	I'm thrilled.	我激动不已。
00704	I'm to blame.	这是我的错。
00705	I've decided.	我决定了。
00706	I've no idea.	我一无所知。
00707	I've seen it.	我见过。
00708	Ideas matter.	想法很重要。
00709	Is Monday OK?	周一可以吗？
00710	Is Tom drunk?	汤姆喝醉了吗？
00711	Is Tom there?	汤姆在吗？
00712	Is that love?	那是爱吗？
00713	Is that true?	真的？
00714	Is this tofu?	这是不是豆腐？
00715	It is a book.	是一本书。
00716	It's amazing.	太神奇了。
00717	It's bedtime.	睡觉时间到了。
00718	It's obvious.	很明显。
00719	It's raining.	下雨了。
00720	It's snowing.	下雪了。
00721	It's so hard.	太难了。
00722	It's too big.	它太大了。
00723	It's too hot.	太热了。
00724	Keep looking.	继续看！
00725	Keep reading.	继续看。
00726	Keep smiling.	保持微笑。
00727	Keep working.	继续工作！
00728	Let Tom live.	给汤姆活路！
00729	Let me think.	让我想一想。
00730	Let's go now.	我们现在去吧。
00731	Life goes on.	人生会继续。
00732	Look closely.	仔细看
00733	Mary came in.	玛丽进来了。
00734	Mary is tall.	玛丽很高。
00735	May I go now?	我现在能去了吗？
00736	Move quietly.	轻轻地移动。
00737	My eyes hurt.	我的眼睛痛。
00738	No one knows.	没有人知道。
00739	Nobody asked.	没人问过。
00740	Nobody knows.	谁也不知道。
00741	Open the box.	打开箱子。
00742	Please hurry.	请抓紧时间。
00743	Please leave.	请你离开。
00744	Please smile.	请笑一笑！
00745	See you soon!	一会儿见！
00746	See you then.	到时候见。
00747	Shame on you!	你真丢脸！
00748	She is happy.	她很快乐。
00749	She is quiet.	她很安静。
00750	She is upset.	她心情不好。
00751	She knows me.	她认识我。
00752	She may come.	她可以来。
00753	Someone came.	有人来了。
00754	Speak softly.	你说话小点声。
00755	Stay with us.	和我们留在一起吧！
00756	Stop gawking.	别再傻看着。
00757	Stop reading.	别再念了。
00758	Stop staring.	别再盯着了。
00759	Stop talking.	不要说话了。
00760	Stop whining.	别再埋怨了。
00761	Stop yelling!	别再喊叫了！
00762	Sweet dreams!	祝你好梦。
00763	Take it easy.	放轻松。
00764	Take me home.	带我回家。
00765	Tell us more.	告诉我们多一点。
00766	That is mine.	那是我的。
00767	That's crazy.	那是疯狂的。
00768	That's great.	那真是太好了。
00769	That's right!	对了！
00770	That's weird.	奇怪。
00771	That's wrong.	不对。
00772	They refused.	他们拒绝了。
00773	They're fake.	它们是假的。
00774	They're gone.	他们离开了。
00775	They're kids.	他们是孩子。
00776	This is mine.	这是我的。
00777	This is neat.	这很棒。
00778	This is tofu.	这是豆腐。
00779	This is true.	这是真的。
00780	Tom can walk.	汤姆能走路。
00781	Tom followed.	汤姆跟着。
00782	Tom is a nut.	汤姆是个疯子。
00783	Tom is blind.	汤姆瞎了。
00784	Tom is clean.	汤姆是干净的。
00785	Tom is crazy.	汤姆是个疯子。
00786	Tom is drunk.	汤姆醉了。
00787	Tom is happy.	汤姆高兴。
00788	Tom is smart.	汤姆脑子好使。
00789	Tom is tired.	汤姆累了。
00790	Tom just ate.	汤姆刚吃完饭。
00791	Tom knows me.	Tom认识我。
00792	Tom sat down.	汤姆坐下了。
00793	Tom told him.	汤姆告诉了他。
00794	Tom vanished.	汤姆不见了。
00795	Tom was full.	汤姆饱了。
00796	Tom's insane.	汤姆是个疯子。
00797	Tom's lonely.	汤姆很孤独。
00798	Tom's thirty.	汤姆今年三十岁。
00799	Tom, wake up.	汤姆，快起来！
00800	Trust no one.	谁也不要相信。
00801	Try it again.	再试一次。
00802	Unbelievable!	难以置信!
00803	Vote for Tom.	投票给汤姆。
00804	Wait and see.	走着瞧
00805	We are happy.	我们很快乐。
00806	We can begin.	我们能开始。
00807	We know that.	我们知道。
00808	We know this.	我们知道。
00809	We need help.	我们需要帮助。
00810	We need more.	我们需要更多。
00811	We overslept.	我们睡过头了。
00812	We succeeded.	我们成功了。
00813	We surrender.	我们投降。
00814	We're adults.	我们已是成年人了。
00815	We're heroes.	我们是英雄。
00816	We're hiding.	我们在藏着。
00817	We're humans.	我们是人。
00818	We're people.	我们是人。
00819	Welcome back.	欢迎回来。
00820	Welcome home.	欢迎回家。
00821	What is love?	爱是什幺？
00822	What is that?	那是什幺？
00823	What is this?	这是什幺啊？
00824	Where is Tom?	汤姆在哪儿？
00825	Who built it?	这是谁建的？
00826	Who wants it?	谁想要它？
00827	Who was here?	谁来了这里？
00828	Years passed.	多少年过去了。
00829	You are good.	你很好。
00830	You're drunk.	你喝醉了！
00831	You're lying.	你在撒谎。
00832	You're sharp.	你很聪明。
00833	You're smart.	你很聪明。
00834	Anything else?	还有别的吗？
00835	Are they cute?	他们可爱吗 ？
00836	Are they dead?	他们死了吗？
00837	Are you angry?	您生气了吗？
00838	Are you happy?	你快乐吗？
00839	Are you ready?	您准备好了吗？
00840	Are you there?	你在吗？
00841	Are you tired?	你累了吗?
00842	Ask Tom again.	再问一下汤姆吧。
00843	Begin working.	开始工作。
00844	Bring the key.	带钥匙来。
00845	Call security!	叫保安来！
00846	Can I have it?	可以给我吗？
00847	Can you drive?	您会开车吗？
