00049	Cuando crezca, quiero ser un rey.	我长大后想当国王。
00050	Estoy tan gordo.	我好胖哦。
00051	¿Entonces qué?	那又怎样?
00052	Voy a pegarle un tiro.	我要把他射下来。
00053	Siempre me he preguntado cómo será tener hermanos.	我总是在想如果我有兄弟姐妹的话会是怎样。
00054	Eso es porque eres una chica.	那是因为妳是女生。
00055	Yo seré infeliz, pero no me suicidaría.	我会不高兴，但我不会自杀。
00056	Cuando yo estaba en el instituto me levantaba a las 6 todas las mañanas.	以前读高中的时候﹐我每天早上六点起床。
00057	¿Por qué lo preguntas?	你问这个干什么?
00058	¿Cuánto tiempo estuviste?	你待了多久?
00059	No sabía de dónde venía eso.	我不知道它是从哪里来的。
00060	No es importante.	这个不重要。
00061	Tú simplemente huyes de los problemas de la vida.	你只会逃避生活问题。
00062	¡Puedes hacerlo!	你可以做到的！
00063	Me tengo que ir a la cama.	我该去睡觉了。
00064	Gracias por explicarme por fin por qué la gente me toma por un idiota.	感谢您终于为我说明了为甚么人们通通把我当傻瓜。
00065	¿Qué ocurrió?	发生了什么？
00066	No sé qué quieres decir.	我不知道你想说什么。
00067	Realmente no eres tonto.	你真的不笨。
00068	Nadie sabrá.	没有人能知道。
00069	¡Me parece interesante!	在我看来很有意思！
00070	¿Qué has respondido?	你回答了什么？
00071	No, no es mi nuevo novio.	不，那不是我的新男朋友。
00072	¿Dónde está el problema?	哪里有问题?
00073	Sólo puedo esperar.	我只能等了。
00074	Te quiero.	我爱你。
00075	Ya no te quiero.	我不再爱你了。
00076	¿Por qué no vienes a visitarnos?	为什么你不来看我们？
00077	Es inevitable que yo vaya a Francia algún día, sólo que no sé cuándo.	有一天我去法国是无可避免的，我只是不知道何时。
00078	Detesto la química.	我讨厌化学。
00079	¿Qué otras opciones tengo?	我还有其他选择吗？
00080	Tampoco lo puedo explicar.	我也无法解释。
00081	No subestimes mi poder.	不要小看我的力量。
00082	La vida es dura, pero yo soy más duro.	生活很困难，但我更坚强。
00083	No hablo japonés.	我不说日语。 / 我不会讲日本话。
00084	Nadie me entiende.	无人懂我。
00085	¡Deja de mirarme como una persona "normal"!	不要再把我当成“正常”人！
00086	¡No puede ser!	这不可能！ / 不可能的。
00087	"¿Quién es?" "Es tu madre."	“是谁？”“是你妈妈。”
00088	—¿Qué pasa? —preguntó el pequeño conejo blanco.	“怎么回事？”小白兔问道。
00089	"Confía en mí", dijo él.	“相信我。”他说。
00090	—¡Esto es lo que estaba buscando! —exclamó él.	「这就是我要找的东西！」他大叫。
00091	—Esto parece muy interesante —dice Hiroshi.	“这看上去很有意思。”Hiroshi说道。
00092	"Gracias por ayudarme." "No hay de qué."	“谢谢你帮了我。”“没什么。”
00093	Algún día correré como el viento.	有一天，我会跑得像风一样快。
00094	"A ella le gusta la música." "A mí también."	“她喜欢音乐。”“我也是。”
00095	Por favor, no llores.	请你不要哭。
00096	"Tengo ganas de jugar a las cartas." "Yo también."	“我想打牌。”“我也是。”
00097	Allen es un poeta.	Allen是个诗人。
00098	Los alemanes son muy listos.	德国人很聪明。
00099	"¿Por qué no vas?" "Porque no quiero."	"你为什么不去？""因为我不想去。"
00100	Vine a Tokio hace tres años y he estado viviendo aquí desde entonces.	三年前我来到东京并一直住在这儿。
00101	Al salir de la estación vi a un hombre.	离开火车站的时候，我看见一个男人。
00102	¿Me has echado de menos?	你想我了？
00103	¿Son todos iguales?	他们都是一样的吗？
00104	¡Muchas gracias!	多谢！
00105	Por favor, ¿dónde están los huevos?	请问鸡蛋在哪里？
00106	¡Caramba! ¡No está mal!	妈的！真不错！
00107	¿Hablas italiano?	你会说义大利语吗？
00108	Me olvidarás algún día.	有一天你会忘了我。 / 有一天你会忘记我的。
00109	No podría haberlo hecho sin ti. Gracias.	没有你我无法做到，谢谢。
00110	No podemos dormir por el ruido.	由于噪音，我们无法入睡。
00111	Ya son las once.	已经是11点了。
00112	"¡Ah!" es una interjección.	“啊！”是一个感叹词。
00113	¿Qué quieres?	你想要什么？ / 你想要什么?
00114	¿Necesitas que te dé algo de dinero?	你需要我给你钱吗？
00115	París es la ciudad más bonita del mundo.	巴黎是世界上最美丽的城市。
00116	Tengo un sueño.	我有一个梦想。
00117	Todo lo que es inventado es verdadero.	所有被发明的都是真的。
00118	Sorprenderse, extrañarse, es comenzar a entender.	感到惊讶、感到惊奇就是明白的开始。
00119	No cabe duda de que el universo es infinito.	宇宙毫无疑问是无限的。
00120	Para ser perfecta sólo le faltaba un defecto.	要变得完美，她就是少了一个缺点。
00121	Y sin embargo, también lo contrario es siempre verdadero.	然而，相反的理论往往也是真的。
00122	No vemos las cosas según son, sino según somos.	我们看东西不是看其实质，而是以我们的主观意识看它们的。
00123	El mundo es una jaula de locos.	世界就是一个疯子的囚笼。
00124	Creo que me voy a ir a la cama.	我想我要去睡觉了。
00125	Me llamo Jack.	我叫Jack。 / 我叫杰克。
00126	Me gusta mucho.	我非常喜欢它.
00127	¿Cómo se dice eso en italiano?	那个词用意大利语怎么说？
00128	¿Está lejos de aquí?	离这儿远吗？
00129	¡Estas cosas no son mías!	这些东西不是我的！
00130	¿Qué hora es?	几点了？
00131	¿De dónde vienes?	你从哪里来？
00132	¡No es culpa mía!	这不是我的错！
00133	Yo estoy de acuerdo.	我同意。
00134	Amar a alguien no es nunca un desperdicio.	从来就没有徒劳的爱情。
00135	La vida es lo que te pasa mientras estás ocupado haciendo otros planes.	生活就是当你忙著进行你的计划时总有其他的事情发生。
00136	No desear es lo mismo que poseer.	没有欲望就等于拥有。
00137	¡Hay demasiadas cosas que hacer!	要做的事太多了!
00138	¿Cuántos años tienes?	你几岁了？
00139	Hoy hace mucho calor.	今天很热。
00140	Mejor ser odiado por lo que eres que querido por lo que no eres.	宁愿做自己而被人讨厌，也不要因为虚假而被人喜欢。
00141	No sé qué decir para consolarte.	我不知道该说什么来安慰你。
00142	¿Quién quiere chocolate caliente?	谁要热巧克力？
00143	Hable más despacio, ¡por favor!	请说得慢一点！
00144	No entiendo.	我不明白。 / 我不懂。
00145	¿Dónde podemos telefonear?	我们能在哪里打电话？ / 我们能在哪儿打电话？
00146	Esta noche nos vamos a la iglesia.	今晚我们要去教堂。
00147	¡Es demasiado caro!	太贵了！
00148	¡Feliz Navidad!	圣诞节快乐！
00149	No preguntéis lo que piensan. Preguntad lo que hacen.	不要问他们想什么，问他们做什么。
00150	¡Me muero de hambre!	我饿死了！
00151	Estoy casada y tengo dos niños.	我结婚了，而且有两个孩子。
00152	Él toca el piano muy bien.	他钢琴弹得很好。
00153	¿Por qué no comes verdura?	为什么你不吃蔬菜？
00154	¿Por qué la gente va al cine?	为什么人们去电影院？
00155	Hay 10 tipos de personas en el mundo: las que entienden binario y las que no.	世界上有10种人：懂二进制的人和不懂二进制的人。
00156	Hace frío.	天很冷。
00157	Tienes razón.	你是对的。
00158	¡Has hecho esto intencionadamente!	你是故意的！
00159	¿No le has dicho nada?	你什么都没跟他说？
00160	La vida es bella.	生命是美丽的。 / 生活是美丽的。
00161	Necesito tu ayuda.	我需要你的帮助。
00162	No quiero ir a la escuela.	我不想去学校。
00163	Es realmente inteligente, ¿verdad?	她真的很聪明，不是吗？
00164	La vida es una enfermedad mortal sexualmente transmisible.	生命是一种致命的性传染病。
00165	Demasiado tarde.	太迟了。
00166	Fuimos a Londres el año pasado.	我们去年去了伦敦。
00167	Me gusta mucho mi trabajo.	我非常喜欢我的工作。
00168	¿De qué estás hablando?	你说的是什么？
00169	Tengo clase mañana.	我明天有课。
00170	"Gracias." "De nada."	"谢谢。" "不用谢。" / 「谢谢。」「不客气。」
00171	¿De qué país eres?	你是从哪个国家来的？
00172	Es rico, ¡no necesita dinero!	他很富有，他不需要钱！
00173	Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.	一、二、三、四、五、六、七、八、九、十。
00174	¿Dónde están los servicios?	卫生间在哪里？
00175	¿Cuántas horas de sueño necesitas?	你需要多少小时的睡眠?
00176	Cada persona es un mundo.	每个人都是一个世界。
00177	¿Quién compra este tipo de arte?	谁买这种艺术品？
00178	¿Qué? ¿Todavía no sabes conducir?	什么。。。？你还是不会开车？
00179	¿Dónde estás?	你在哪儿? / 你在哪里？
00180	¿Adónde vas?	你去哪儿？ / 你要去哪里？
00181	El queso es un alimento sólido elaborado a partir de la leche de vaca, cabra, oveja u otros mamíferos.	奶酪是由母牛、山羊、绵羊或其它哺乳动物的奶加工制成的固体食物。
00182	Si no lo hago ahora, nunca lo haré.	如果我现在不做，就永远也不会做。
00183	Hay muchas cosas que no sabes sobre mi personalidad.	我的个性还有很多方面是你不了解的。
00184	Todo el mundo se merece una segunda oportunidad.	每个人都值得被给予第二次机会。
00185	El hombre propone, Dios dispone.	人算不如天算。
00186	Me han dicho que soy pragmático, y lo soy.	有人说我很务实，确实如此。
00187	¡No te olvides de nosotros!	别忘了我们！
00188	Mis zapatos negros necesitan un arreglo de los tacones.	我的黑皮鞋需要修一下跟了。
00189	Suponemos que se trata de una intoxicación por mordedura de serpiente.	我们猜这是一种被蛇咬伤的毒。
00190	Sin embargo, la cantante no reniega de sus orígenes.	但是歌手并不否认她的出身。
00191	¿De dónde eres?	你是哪里人？ / 你是哪国人？
00192	Es perro viejo.	这是只老狗。
00193	Florencia es la ciudad más bonita de Italia.	佛罗伦萨是意大利最美丽的城市。
00194	¿Dónde vives?	你住在哪里？ / 你住在哪儿？ / 你住哪里？
00195	Ayer compré un libro.	我昨天买了一本书。
00196	Ven aquí, John.	来这里，约翰。
00197	¿Cuándo viste esa película?	你什么时候看那部电影？
00198	Intentaron asesinar al presidente.	他们企图暗杀总统。
00199	No sé dónde vive.	我不知道他住在哪里。
00200	—¿Cómo te sientes? —preguntó él.	“你感觉怎么样？”他问。
00201	Yamamoto también es uno de mis amigos.	山本也是我的一个朋友。
00202	¡Feliz Año Nuevo!	新年快乐！ / 元旦快乐！ / 新年好！
00203	Rosa Montero es una mujer extraordinaria.	Rosa Montero是个不同寻常的女人。
00204	Me gusta viajar.	我喜欢旅行。
00205	No tengo suficiente dinero para mi viaje.	我不够钱去旅行。
00206	Yo vivo con mis padres.	我跟父母住在一起.
00207	¿Cuál es su nombre?	您叫什么名字？ / 他叫什么名字？
00208	Quien calla otorga.	沉默就意味着同意。
00209	Soy Paul, tu compañero de habitación.	我是你的室友，保罗。
00210	He utilizado mapas durante mi viaje.	我在旅行中用了地图。
00211	No se ganó Zamora en una hora.	罗马不是一天建成的。
00212	Le gusta viajar. A mí me gusta también.	他喜欢旅行。我也是。
00213	No tenían nada que comer.	他们没有东西吃了。
00214	Son las diez en punto.	现在是十时正。
00215	Ven a las diez en punto.	十点整来。
00216	No tengo ganas de estudiar.	我没有强烈的欲望去学习。
00217	Soy Susan Greene.	我是苏珊格林。
00218	Guárdeme un asiento, por favor.	请保留我的位置
00219	Nosotros creemos en Dios.	我们相信上帝。
00220	Tengo una bicicleta.	我有一辆自行车。
00221	Ella me dio mucha comida.	她给了我很多吃的东西。
00222	Ella es estadounidense, pero vive en el Reino Unido.	她是美国人，但在英国居住。
00223	Él tiene dos gatos.	他有两只猫。
00224	Él es poco hablador.	他不太健谈。
00225	Lo conozco.	我认识他。
00226	¿Quién es él?	他是谁？
00227	El bebé empezó a llorar.	宝宝开始哭了。
00228	Sé que el dinero no lo es todo.	我知道金钱不是万能的。
00229	En nuestra clase hay 25 chicos y 20 chicas.	我们班上有25个男生和20个女生。
00230	La pizza es mi comida favorita.	比萨是我最喜欢的食物。
00231	No puedo levantar mi brazo derecho.	我无法举起我的右手臂。
00232	Hay una manzana sobre el pupitre.	书桌上有一个苹果。
00233	Ella dice ser la mujer más amable del mundo.	她自称是世界上最友善的女人。
00234	Mi padre acaba de volver a casa.	我爸爸刚刚回家。
00235	"¿Ella tiene perro?" "No."	“她有狗吗？” “没有。”
00236	¿Dónde está París?	巴黎在哪里？
00237	Comencemos desde la lección 3.	我们从第三课开始吧。
00238	El sueño es el mayor de los ladrones. Nos roba la mitad de la vida.	睡眠是最大的小偷，它偷了我们一半的生命。
00239	El arroz se vende por kilos.	米以公斤为单位来出售。
00240	El padre de ella es japonés.	她父亲是日本人。 / 她老爸是日本人。 / 她爸是日本人。 / 她爹是日本人。 / 她老爹是日本人。
00241	Él es un joven japonés.	他是个日本少年。
00242	Bienvenido a Japón.	日本欢迎您。 / 欢迎到日本。
00243	Japón es un país insular.	日本是一个岛国。
00244	Mi hermano menor aún duerme.	我弟弟还睡着呢。
00245	Voy a la iglesia el domingo.	周日我去做礼拜。
00246	Más vale pájaro en mano que ciento volando.	二鸟在林，不如一鸟在手。
00247	Dijo: "La vi hace cinco días".	他说：“我五天前见过她。”
00248	Ella gana 30 dólares al día.	她每天挣30美元。
00249	Su mujer es francesa.	他的妻子是法国人
00250	¿Hay algún médico que hable japonés?	这里有医生懂说日文吗？
00251	¿Quién inventó el teléfono?	谁发明了电话？
00252	Escribí una carta en inglés.	我用英文写了一封信。
00253	Mi hermana mayor va a la universidad.	我妹妹上大学。
00254	La ceremonia inaugural se realizó ayer.	昨天举办了开幕式。
00255	¿Para qué has comprado este diccionario tan caro?	为什么你买了一本那么贵的词典？
00256	Tommy no supo responder al último problema.	汤米不会回答最后一个问题。
00257	Es sólo tu imaginación.	那只是你的想象。
00258	Ese día hizo frío, además comenzó a llover.	那天很冷，而且还下起了雨。
00259	¿Cuánto cuesta este reloj?	这只表多少钱？
00260	Dime por qué quieres ir allá.	告诉我你为什么要去那儿。
00261	¿Por qué dices eso?	你为什么那样说?
00262	Su vida estuvo llena de altos y bajos.	他的人生充满了起起落落。
00263	Ese fue el mejor día de mi vida.	那是我生命中最美的一天。
00264	¿Dónde está la biblioteca?	图书馆在哪里？
00265	Disculpe ¿Me puede decir dónde está la biblioteca?	不好意思，请告诉我图书馆在哪？
00266	No hables en la sala de lectura.	不要在阅览室内谈话。
00267	Este es el diccionario que uso todos los días.	这是我每天都用的字典。
00268	Esta es la entrada al mar.	这是通往大海的通道。
00269	Él no es médico, es profesor.	他不是医生，他是教师。
00270	Él se decidió a ser médico.	他决定了要当医生。
00271	Ella tiene un gato. El gato es blanco.	她有一只猫。那只猫是白色的。
00272	Ella tiene dos gatos. Uno es negro y el otro es blanco.	她有两只猫。一只是白色的，另一只是黑色的。
00273	A la niña no le gustaba lavar los platos.	这女生不喜欢洗碗。
00274	¿Cuál es la fecha de hoy?	今天是几月几号？
00275	Bienvenida.	欢迎。 / 欢迎！
00276	De nada.	不用谢。
00277	¡Feliz cumpleaños!	生日快乐！
00278	¿Por qué te ausentaste ayer?	你昨天为甚么缺席？
00279	Yo no trabajo.	我不工作.
00280	Yo trabajo.	我工作.
00281	Mi padre me hizo un gesto que abandonara el cuarto.	父亲示意我离开会议室。
00282	Ella dedica mucho tiempo a practicar el piano.	她花很多时间在练习弹钢琴。
00283	Él también habla francés.	他也会说法语。 / 法语他也会说。
00284	Él es pobre.	他很穷。
00285	Al parecer Jack está enfermo.	Jack好像病了。
00286	Bob me ayudó.	Bob帮助了我。
00287	Y así fue como se salvó del peligro.	他就是那样脱离危险的。
00288	Se dice que él probablemente ya no volverá.	他们说他永远不会回来。
00289	No se levanta temprano.	他不早起。
00290	Este libro es fácil de leer.	这本书很易读。
00291	La imagen se ve mejor de lejos.	这幅画远看更好。
00292	No quiero que haya malentendidos.	我不想有任何误会。
00293	Eso es un lápiz.	那是一支铅笔。
00294	¿Por qué viniste a Japón?	你为什么来了日本？
00295	Saber un idioma es una cosa, enseñarlo es otra.	知道一门语言是一回事，教这门语言又是另一回事。
00296	Muchas gracias por haberme invitado a cenar la otra noche.	谢谢那天晚上请我吃了饭。
00297	Los plásticos han reemplazado a muchos materiales convencionales.	塑料代替了许多传统的原料。
00298	Admito que esta probablemente no es la mejor forma de hacerlo.	我承认这可能不是最好的方法。
00299	Ella lloró mientras leía la carta.	她边哭边读著信。
00300	Esta biblioteca tiene más de 50.000 tomos.	这个图书馆有超过50000册书。
00301	No hay muchos libros en estas estanterías.	这些书架上没有很多书。
00302	Él se rio.	他笑了。
00303	El tuyo está allí.	你的在那儿呢。
00304	Hay un banco frente a la estación.	车站前有个银行。
00305	Llueve.	下雨了。 / 在下雨。
00306	No le gusta el pescado.	他不喜欢鱼肉。
00307	Esto es un regalo para ti.	这是给你的礼物。
00308	Ella vivió una vida larga.	她活了很久。
00309	El tema principal del libro es la Revolución Americana.	这本书的主题是美国革命。
00310	El número atómico del hierro es 26.	铁的原子序数是二十六。
00311	Ella es simpática conmigo.	她对我很和善。
00312	Mi cabello es igual de largo que el de Jane.	我的头发和珍的一样长。
00313	Mi hermana mayor anima a un luchador de sumo joven.	我的姊姊为一个年轻的相扑力士加油。
00314	No entiendo absolutamente nada de alemán.	我完全不懂德语。
00315	Este es mi libro.	这是我的书。
00316	Levanta la mano izquierda.	举起左手。
00317	En Asia existen muchos pueblos.	亚洲有许多乡村。
00318	Quizás ella se olvidó el paraguas en el autobús.	她可能将伞忘在巴士上了。
00319	Él construyó un robot.	他造了一个机器人。
00320	Ayer jugué con Tony.	昨天我跟托尼玩。
00321	Tengo una pregunta.	我有一个问题。
00322	Ven a mi casa, por favor.	请来我家吧。 / 请来我家里。
00323	Nadie me prestó ayuda.	没有任何人帮助我。
00324	Ella desvió la vista.	她转移了视线。
00325	¿Bebes alcohol?	你喝酒吗？
00326	Esa carne es de pollo.	那个肉是鸡肉。
00327	Compré una corbata roja.	我买了一条红色的领带。
00328	Mi sueño es ser jugador de béisbol.	我的梦想是成为一名棒球运动员。
00329	No me gusta mucho el queso.	我不是非常喜欢起士。
00330	Japón es un país agraciado.	日本是个富有的国家。
00331	La reunión duró hasta las cinco.	会议一直开到五点。
00332	¡Ven rápido!	快来吧！
00333	No tengo mucho dinero.	我没有很多钱。
00334	Estos son nuestros libros.	这些是我们的书。
00335	Dos cervezas, por favor.	请来两杯啤酒。
00336	Su patria es Alemania.	他的祖国是德国。
00337	¿Cuándo se publica su nueva novela?	他的新小说什么时候出版？
00338	El oro es mucho más pesado que el agua.	金子比水重得多。
00339	El tiempo mejoró.	天气转好了。
00340	¡Buen viaje!	一路顺风！ / 祝你一路顺风。
00341	Él no habla nuestra lengua.	他不会说我们的语言。
00342	La población de Europa es menor que la de Asia.	欧洲的人口比亚洲少。
00343	Te doy 5 dólares.	我给你五块钱吧。
00344	Ellos jamás mienten.	他们从不说谎。
00345	Piedra, papel, tijeras.	剪刀、石头、布。
00346	Hoy no hace tanto frío como ayer.	今天没昨天冷。
00347	Voy a bañarme.	我打算洗个澡。
00348	Mi hija tiene previsto casarse en junio.	我女儿打算在六月结婚。
00349	No sé dónde vive ella.	我不知道她住在哪里。
00350	Tokio es la ciudad más grande de Japón.	东京是日本最大的城市。
00351	Ella parecía más animada que antes.	她的气色看起来比以前好。
00352	Un libro cayó desde la estantería.	书从柜子上掉下来。
00353	Mi madre odia el calor del verano.	我妈讨厌夏天的高温。
00354	Tienes buena memoria.	你的记性很好。
00355	Él estaba solo en la habitación.	他一个人在房间里。
00356	Me duele la cabeza.	我头痛。 / 我的头疼。
00357	Ella no sabe jugar al golf.	她不知道怎么打高尔夫球。 / 她不会打高尔夫球。
00358	Tengo dolor de espalda.	我背痛。
00359	Yo asistiré a la reunión.	我将会出席会议。
00360	Hay gotas de rocío sobre las hojas de la hierba.	药草的叶子上有几滴露珠。
00361	Ella escribió muchos poemas.	她写了好多诗。
00362	Ella vestía lujosas ropas de seda.	她穿著华丽的丝绸服饰。
00363	Su profesión es médico.	他的职业是医生。
00364	Ella aprobó el examen con facilidad.	她轻松地通过了考试。
00365	¿Has cenado ya?	你吃晚饭了吗？
00366	La madre de ella es una bella mujer.	她的母亲是一位漂亮的女人。
00367	Ella se quemó la mano izquierda.	她的左手被烫到了。
00368	El sombrero voló con el viento.	帽子被风吹了起来。 / 这顶帽子随风飞走了。
00369	Ella tuvo cinco hijos.	她有五个孩子。
00370	Si te pierdes por la calle, pregunta a un policía.	如果你迷路了，请向警察询问。
00371	No sé qué ocurrirá el año próximo.	我不知道明年会发生什么。
00372	Creo que ella sabe la verdad.	我觉得她知道真相。
00373	Él estaba totalmente borracho.	他完全醉了。
00374	Ella va a la escuela.	她去学校。
00375	¿Sabes quién es él?	你知道他是谁吗？
00376	Por cierto, ¿tienes noticias de ellas desde entonces?	顺带一提，从那以后你有听过她的消息吗？
00377	Eric está en nuestro equipo de fútbol.	Eric在我们的足球队上。
00378	Él entró en su habitación.	他进了自己房间。
00379	No hay amor sin celos.	没有妒忌就没有爱情。 / 有爱情必有妒忌。
00380	Perro viejo no aprende trucos nuevos.	老狗学不出新把戏。
00381	Él es escritor, y además político.	他是作家，还是政治人物。
00382	Anoche cayó una gran nevada.	昨天晚上下大雪了。
00383	Ella es dos años mayor que tú.	她比你大两岁。
00384	Él no vale para nada.	他什么都不值得。
00385	Desde entonces vivieron felices.	从这天起，他们过得很幸福。
00386	El inglés es un idioma hablado en todo el mundo.	英语是一种全世界通用的语言。
00387	Tengo muchos libros.	我有很多书。
00388	Karin es austríaca.	Karin是奥地利人。
00389	Tengo muchos amigos.	我有很多朋友。
00390	A Mary le encanta la leche.	玛丽很喜欢牛奶。
00391	Las rosas del jardín están floreciendo.	在花园里的玫瑰正盛开著。
00392	Él miró a su alrededor, pero no había nadie.	他看向四周，但没看到任何人。
00393	Él vive en Tokio.	他住在东京。
00394	Él sabe hablar japonés.	他会说日语。
00395	Ella destaca en hablar inglés.	她擅长说英文。
00396	El teléfono no funciona.	这电话不通！
00397	El clima de Tokio es diferente al de Londres.	东京的气候和伦敦不同。
00398	¿Ella habla francés?	她会说法语吗？ / 她讲法语吗？
00399	¿Hay alguien que hable inglés?	有没有会说英语的人？ / 有人说英语吗？
00400	La capital de Japón es Tokio.	日本的首都是东京。
00401	Había dos pasteles.	那有两块蛋糕。
00402	¿Por qué no puedes venir?	你为什么不能来?
00403	La vida es sueño.	人生即是一场梦。
00404	Hoy está nublado.	今天是个阴天。
00405	¿Por qué huiste?	你为什么逃走？
00406	¿Qué está comiendo Ken?	肯正在吃什么？
00407	Creo que él vendrá mañana.	我相信他明天会来。
00408	¡Dame ánimos!	为我加油吧！
00409	Mi tía me regaló una cámara.	我的阿姨送给我一台相机。
00410	Él me presentó a su hija.	他把他的女儿介绍给我认识。
00411	¿Hay alguien en la habitación?	房间里有人吗？
00412	Sea lo que sea lo que le dijiste, lo has animado.	你对他说的话让他感觉好多了。
00413	¿Te gusta la música?	你喜欢音乐吗？ / 你爱音乐吗？
00414	Muchas tradiciones antiguas se van perdiendo progresivamente.	许多传统的习惯渐渐在消逝。
00415	¿Qué significa esta palabra?	这个字是什么意思? / 这个词是什么意思？ / 这个字的意思是什么？
00416	¿Dónde están tus cosas?	你的东西在哪里?
00417	Ya he terminado mi trabajo.	我已经完成了我的工作。
00418	Me desperté tres veces durante la noche.	我晚上醒了三次。
00419	Ya he esperado dos horas, no puedo esperar más.	我已经等了两个小时, 我不能再等了。
00420	Me alegro de que te guste.	我很开心你喜欢。
00421	No comas demasiado.	别吃太多。
00422	El avión despegó y enseguida se perdió de vista.	飞机起飞后，很快就消失在了眼前。
00423	Tienes buena letra.	她的写作很好。
00424	Parece que ella tiene muchos amigos.	她看起来好像有很多朋友。
00425	Esta novela es más interesante que la que leí la semana pasada.	这本小说比我上周看的那本有意思。
00426	Soy mucho más joven que tú.	我比你年轻得多。
00427	El hombre es parte de la naturaleza.	人类是自然的一部分。
00428	Ella estaba sentada bajo un árbol.	她在一棵树下坐着。
00429	Un gran árbol fue tumbado por la tormenta.	一棵大树在风暴中倒下了。
00430	El río Shinano es más largo que cualquier otro de Japón.	信浓川比日本的任何一条河川更长。
00431	No sabes nadar, ¿verdad?	你不会游泳，是吧?
00432	Ella es médica.	她是医生。
00433	Tengo mucha sed.	我很渴。
00434	Mari ha estado en Hungría.	Mari已经在匈牙利了。
00435	A Tom le gusta nadar.	汤姆喜欢游泳。
00436	Ella le dio un reloj.	她给了他一块表。
00437	Alguien se ha puesto mis zapatos por error.	有人穿错了我的鞋。
00438	¿Estudias inglés?	你学英语吗？
00439	Mi hermana mayor está entusiasmada con el tenis.	我姐姐对网球著迷。
00440	Él siempre dice la verdad.	他总是说实话。
00441	Esto es un lápiz.	这是一支铅笔。
00442	¿Sabes qué estoy haciendo?	你知道我在做什么吗？
00443	Llamaré más tarde.	我晚一点再打。
00444	John gritó "he perdido la cartera".	“我丢了钱包。”约翰叹息道。
00445	¿Quién será?	会是谁呢？
